#Name (cmd = mergePeaks 03_motif/cluster_1_homer_VS_bgPeaks/bg.clean.pos 03_motif/cluster_1_homer_VS_bgPeaks/target.clean..pos -d given -cobound 1 -prefix 03_motif/cluster_1_homer_VS_bgPeaks/0.00906655106610188.2.tmp)	chr	start	end	strand	stat	stat2	03_motif/cluster_1_homer_VS_bgPeaks/target.clean..pos
BG1142.06_r1	15	59761851	59763100	+	2.64	0.000	1249.54_r5,2633.79_r1
BG2190.56_r5	3	131207851	131209100	+	4.26	0.000	955.533_r5,972.216_r8,860.046_r3
BG2190.56_r6	4	8912651	8913750	+	5.11	0.000	923.114_r3,2190.56_r6,721.328_r8
BG2190.56_r7	4	134853301	134854500	+	3.41	0.000	1559.89_r3
BG1451.91	5	140517051	140518650	+	2.40	0.000	1451.91,4150.99_r1
BG2517.36	14	60712101	60712800	+	6.41	0.000	1803.32,2539.92_r1,4909.58,2517.36
BG2378.08_r2	3	96881701	96883000	+	3.75	0.000	1837.56_r2,785.628_r2,1470.4_r3
BG844.551_r3	17	56276851	56277550	+	2.55	0.000	1008.01_r8,844.551_r3,710.524_r8,2497.41_r2
BG1314.88_r1	13	112000251	112001400	+	2.45	0.000	1314.88_r1,4006.08,961.771_r2,1067.97_r4
BG1314.88_r3	15	102149801	102150950	+	2.45	0.000	1314.88_r3,1283.64_r1,3452.05,1374.85_r1
BG1314.88_r4	17	28522251	28523100	+	4.74	0.000	712.08_r6
BG1314.88_r6	7	34388001	34388550	+	4.08	0.000	1755.86_r12,1314.88_r6,2227.48_r2
BG1038.24	1	43933151	43934000	+	2.45	0.000	1038.24,3579.91,2151.2,1755.89
BG6443.84	6	108630501	108631750	+	17.7	0.000	3173.39,6443.84,2115.24_r1,1359.43_r6,943.853_r1
BG2616.74	10	67607351	67608300	+	5.80	0.000	2616.74,743.192_r1
BG2948.27	1	138191351	138192550	+	4.74	0.000	2948.27,1942.04,5403.96,1174.77_r1,1374.85
BG1137.48	1	130993301	130994200	+	2.59	0.000	2565.6,1137.48,906.531_r1
BG1004.6	5	21253951	21256050	+	1.59	0.000	842.242_r1,1495.16_r3,2505.93_r3,1266.83_r5,693.584_r3
BG1236.44	6	31126301	31127300	+	1.89	0.000	712.081_r9,1886.56_r1,5386.91,1139.16_r8,1236.44,1098.48_r8
BG1236.45	15	27625051	27626050	+	2.83	0.000	2090.74,4031.65,1350.18_r1,1207.9,2319.02,1236.45
BG1227.55_r3	15	85981701	85982700	+	3.14	0.000	1227.55_r3,1519.05_r2
BG1227.55_r4	17	56078901	56079800	+	2.36	0.000	2695.09,1227.55_r4,6247.79,2284.2_r1
BG1227.55_r7	4	150924151	150925500	+	2.75	0.000	1690.56_r3,6980.81,1266.95_r5,1227.55_r7,1159.51_r3
BG1227.55_r8	6	127581901	127583050	+	3.34	0.000	3273.06_r1,865.697_r3
BG1227.55_r9	8	106054051	106054750	+	3.14	0.000	1730.29_r20,1227.55_r9,656.594_r19
BG5395.42	15	85981401	85983750	+	11.3	0.000	1227.55_r3,1519.05_r2
BG5395.43	19	42128651	42130300	+	9.38	0.000	5395.43,1764.06,1512.34_r5,628.85_r10
BG1568.05	1	132010501	132011550	+	2.94	0.000	1618.36,1568.05,2522.98,1394.49_r1,1067.97_r1
BG2180.57_r1	15	66445301	66446400	+	4.25	0.000	2582.65_r2,1001.68_r2,610.355_r9
BG2983.25	7	111082201	111083550	+	7.16	0.000	2983.25,751.359_r15,739.824_r16
BG1600.72_r1	14	61172451	61173750	+	2.75	0.000	1600.72_r1,1994.52_r2
BG1600.72_r2	17	44568901	44570200	+	4.12	0.000	982.616,1600.72_r2,8276.4,2564.42_r1,1655.35
BG1600.72_r3	3	95433501	95434800	+	3.14	0.000	1146.73_r3,1600.72_r3,2335.46_r7,759.525_r5
BG1600.72_r4	3	152911601	152913000	+	2.16	0.000	1793.32,1600.72_r4,1617.21_r3,2131.57_r2,5557.37,1664.6_r2
BG1600.72_r5	16	92620801	92621550	+	4.08	0.000	3562.86,1600.72_r5,1080.24_r3
BG1600.72_r6	2	101755501	101756650	+	4.25	0.000	4006.08_r1,2081.92_r2
BG2139.74	10	41475851	41478250	+	2.78	0.000	2139.74,5489.19,1349.71_r1,2349.53,903.473_r1,885.632
BG2337.25	15	76350451	76351850	+	5.30	0.000	2237.74_r1,2337.25,721.328_r4,3256.01_r1,1159.51_r1
BG1184.4	11	46389401	46390300	+	3.68	0.000	2940.63,1184.4,1069.87_r3
BG804.558_r3	15	59761901	59763050	+	1.29	0.000	1249.54_r5,2633.79_r1
BG804.558_r8	4	140944901	140945900	+	1.85	0.000	1179.82,1482.88_r2,3775.95_r2,804.558_r8
BG1576.86_r12	6	135364051	135364950	+	3.92	0.000	998.761_r3
BG721.328_r4	15	76350651	76351600	+	1.48	0.000	2237.74_r1,2337.25,721.328_r4,3256.01_r1,1159.51_r1
BG721.328_r8	4	8912701	8913600	+	2.03	0.000	923.114_r3,2190.56_r6,721.328_r8
BG4602.73_r1	5	32147701	32149850	+	11.3	0.000	1472.41_r2,841.549_r8,1445.55_r2
BG2564.42_r1	17	44569151	44569900	+	6.86	0.000	982.616,1600.72_r2,8276.4,2564.42_r1,1655.35
BG2352.51_r1	15	88861601	88862650	+	6.48	0.000	2352.51_r1,1418.87_r3,786.063_r6,914.698_r10
BG2352.51_r5	8	120716051	120717500	+	5.63	0.000	857.53_r8
BG1289.68	15	62169201	62170450	+	2.81	0.000	1544.38,3221.92_r1,1289.68,743.193_r2
BG2471.84	17	24469751	24470450	+	7.16	0.000	1609.12_r1,2471.84,686.023_r4
BG6793.29	7	102266301	102268400	+	12.4	0.000	2082.57_r2,1717.81_r2,6793.29,1296.29_r5,2339.69,2929.29
BG6793.31	1	51584251	51585500	+	14.7	0.000	6793.31,2445.27,2882.93,897.036,1113.74_r5
BG3042.92	17	73814451	73815500	+	9.38	0.000	3042.92,693.585_r6,963.7_r3
BG2433.75_r1	12	85280101	85281500	+	5.88	0.000	1188.26_r1,1764.38_r8
BG2433.75_r2	2	144527001	144528000	+	6.53	0.000	2343.99_r2,1556.18_r1
BG2433.75_r3	8	113634901	113635900	+	4.74	0.000	886.108,1914.29_r1,6810.34,2433.75_r3,874.011
BG3537.29	11	121236651	121237300	+	11.3	0.000	1870.23_r1,3537.29,989.514_r3
BG2608.22_r3	5	105649101	105650400	+	5.97	0.000	2608.22_r3,808.528_r9,1198.08_r3
BG4108.37	11	98941501	98942850	+	6.14	0.000	4108.37,1632.47_r2
BG2058.07	2	3657301	3658400	+	4.08	0.000	4568.64,2058.07,1315.93_r1,1017.26_r6
BG826.149_r1	4	109000101	109001300	+	1.59	0.000	2098.91_r1,841.55_r4,826.149_r1,3801.52,2074.91_r1,1315.93_r2
BG4133.94_r1	11	61174551	61175550	+	12.6	0.000	1902.9_r1,4133.94_r1,2136.24,648.144_r4
BG4133.94_r2	19	8818301	8820150	+	9.03	0.000	1495.16_r2,2229.58_r1
BG4133.94_r3	3	106787701	106790500	+	4.94	0.000	971.018_r3,1031.14_r11
BG2591.17_r2	15	59647601	59648850	+	4.43	0.000	2591.17_r2
BG2591.17_r3	2	30123851	30125150	+	6.82	0.000	2591.17_r3,931.896,841.551,1998.63
BG710.524_r8	17	56276851	56277600	+	1.31	0.000	1008.01_r8,844.551_r3,710.524_r8,2497.41_r2
BG1934.86_r1	5	124327601	124328200	+	6.82	0.000	869.293_r8,1934.86_r1
BG1731.39	1	71101551	71103750	+	2.45	0.000	1731.39,2318.41
BG1994.52_r11	4	135159151	135160550	+	3.58	0.000	1994.52_r11,1110.7_r3,1374.85_r3,767.566_r2
BG1994.52_r12	5	34572951	34574100	+	4.60	0.000	1994.52_r12,1633.39_r2
BG1830.81	10	80602551	80603250	+	5.19	0.000	749.071_r1,1830.81,2180.57,3136.68,1139.16_r2
BG955.533	1	91052851	91054200	+	2.29	0.000	1266.95,1011.5_r2
BG3258.61	7	25754351	25756300	+	4.25	0.000	3258.61,1640_r2,1655.36,2563.13_r1,8387.21
BG857.53_r8	8	120716151	120717050	+	2.12	0.000	857.53_r8
BG4440.79	9	69033701	69035100	+	13.3	0.000	4440.79,1289.68_r1,1706.89_r8,1038.24_r3,1220.54_r5,1128.23_r16
BG1917.81_r14	8	95807051	95808200	+	5.46	0.000	1917.81_r14,1429.22_r5
BG1021.32	10	96370901	96371850	+	2.95	0.000	2974.73,906.284_r2,1012.7_r2
BG1516.64	1	161766551	161767700	+	2.96	0.000	1911.07,1516.64,1139.16
BG1630.18_r1	4	40853651	40854700	+	2.75	0.000	4994.82,1796.73_r4,1054.25_r14,1630.18_r1
BG1630.18_r2	5	135008801	135009950	+	4.12	0.000	1229.31,1630.18_r2,2173.23_r2,6281.88,2229.58_r3,1312.08_r4
BG2931.93	1	131527001	131528000	+	6.37	0.000	3597.39,6068.8,2931.93,2965.75
BG5838.66	5	134269101	134270550	+	14.7	0.000	2111.38,5838.66,1202.21_r6,1682.39_r2
BG1909.28_r1	13	23739251	23740550	+	4.94	0.000	1909.28_r1,657.965
BG1909.28_r2	15	62177551	62178500	+	4.77	0.000	1909.28_r2,694.19_r8
BG1909.28_r4	15	78450001	78450700	+	5.28	0.000	1091.24_r7,1909.28_r4
BG1551.62	17	73951751	73952500	+	5.30	0.000	953.29_r3,1911.06,1551.62,4074.27_r1,1235.79_r4
BG1551.72	4	133584001	133584850	+	3.59	0.000	842.242,953.291_r1
BG4295.89	3	93505301	93506900	+	13.0	0.000	4295.89,2744.09_r1,971.018_r1
BG1757.85_r1	3	115815351	115816950	+	2.16	0.000	2105.33_r5,1127.04_r5
BG1757.85_r2	9	13826451	13828300	+	3.54	0.000	4491.93,1757.85_r2,1902.9_r3,1083.23_r6
BG5114.15_r1	6	142861801	142862800	+	15.7	0.000	952.574,5114.15_r1,1535.38_r1,1220.71_r7
BG1951.9_r1	12	21417051	21417950	+	4.43	0.000	1951.9_r1,1331.21,943.276_r2
BG1951.9_r3	17	87446651	87447550	+	5.63	0.000	841.196_r3,1951.9_r3,1098.48_r3
BG1951.9_r7	5	62858101	62858800	+	4.43	0.000	1951.9_r7,1424.16_r3
BG1008.01_r1	11	71019151	71019900	+	1.85	0.000	841.195_r3,3673.66,1008.01_r1,805.27
BG1008.01_r3	11	119928251	119928800	+	3.14	0.000	1008.01_r3,1004.53_r3
BG1008.01_r5	13	43267951	43269100	+	1.66	0.000	1983.37,1008.01_r5,3631.05,2297.97,882.03_r7
BG1008.01_r6	16	32189601	32190450	+	2.59	0.000	1008.01_r6,1592.56,1977.47_r4
BG1008.01_r8	17	56276651	56277600	+	2.59	0.000	1008.01_r8,844.551_r3,710.524_r8,2497.41_r2
BG1257.71_r3	16	93552851	93553900	+	2.94	0.000	832.302_r9,2693.45_r3,932.934_r1
BG1257.71_r7	5	149636351	149636800	+	3.59	0.000	1755.86_r11,1257.71_r7
BG1257.71_r8	9	61669401	61670400	+	3.10	0.000	1257.71_r8,971.018_r5,667.785_r11,859.787_r1
BG2949.16	8	84846651	84848300	+	7.84	0.000	973.842_r2,943.275_r8
BG2700.6	7	25267301	25268650	+	5.89	0.000	7773.5,1052.71_r8,3299.45,2237.97,2700.6
BG869.292_r6	5	23718851	23719500	+	3.33	0.000	5497.71_r1,869.292_r6,914.698_r14,1021.32_r9
BG869.292_r8	X	36980701	36981400	+	1.85	0.000	2250.23_r4,677.857_r16,869.292_r8
BG2553.29	19	56755951	56756950	+	6.29	0.000	2553.29,4730.59,2499.09_r1,1359.43_r4
BG786.062_r2	11	30197951	30198650	+	1.66	0.000	1434.65,786.062_r2,1625.22_r1,2719.02_r2
BG786.062_r8	16	46009801	46010250	+	3.14	0.000	851.014
BG776.816_r1	7	114479751	114480850	+	1.48	0.000	1641.56_r1,776.816_r1,3989.03
BG2821.31_r1	3	144570101	144571250	+	8.35	0.000	2821.31_r1,1535.39_r2,1724.01_r3
BG2821.31_r2	7	25237001	25238900	+	4.60	0.000	1109.74_r9,1461.88_r5
BG824.861_r4	16	4878701	4879250	+	2.94	0.000	824.861_r4
BG3528.76_r1	19	14597501	14598800	+	9.03	0.000	702.357_r12,3528.76_r1
BG3528.76_r2	3	88137301	88139200	+	5.46	0.000	988.2_r11
BG3528.76_r3	8	4165701	4166600	+	8.35	0.000	1072.74_r8,3528.76_r3
BG1054.25_r2	1	88654851	88656000	+	2.22	0.000	2650.83,661.523_r1,1647.72
BG1054.25_r6	11	117780551	117781450	+	2.77	0.000	1054.25_r6,775.809_r1
BG1054.25_r9	15	76196301	76197200	+	1.48	0.000	4031.65_r1,1190.02_r6,1976.4_r1,1099.88
BG2284.2_r1	17	56079001	56079600	+	7.58	0.000	2695.09,1227.55_r4,6247.79,2284.2_r1
BG2006.77	10	79908351	79909000	+	3.88	0.000	1708.75_r1,1078.04,1798.48,1767.67_r1,2006.77
BG804.559_r4	17	29393351	29394250	+	1.66	0.000	804.559_r4,4653.88,2041.74_r1,1057.12
BG1767.67_r1	10	79908301	79909450	+	4.32	0.000	1708.75_r1,1078.04,1798.48,1767.67_r1,2006.77
BG1767.67_r2	15	102517701	102518800	+	4.52	0.000	1767.67_r2,2256.46,3494.67_r1,2098.91
BG1767.67_r3	5	23432351	23433550	+	4.32	0.000	1425.22,1767.67_r3,4278.84,3560.79,850.797_r4
BG721.329_r3	18	56925301	56926300	+	1.11	0.000	1730.29_r6,1274.04_r3,1001.68_r5
BG721.329_r5	18	90579451	90579800	+	2.40	0.000	2710.5_r2,721.329_r5
BG712.081_r5	18	82534951	82535600	+	1.85	0.000	991.856_r1
BG712.081_r9	6	31125851	31126800	+	1.85	0.000	712.081_r9,1886.56_r1,5386.91,1139.16_r8,1236.44,1098.48_r8
BG1541.8	10	79853801	79854950	+	3.54	0.000	1960.07,3579.91_r1,1541.8,1035.75_r1
BG3008.82	12	101027451	101028400	+	6.48	0.000	3008.82
BG2041.74	1	128614451	128615750	+	2.78	0.000	3435.01,2041.74
BG2889.5	15	89309051	89311100	+	5.63	0.000	2889.5
BG878.54_r1	1	180850601	180851050	+	2.96	0.000	1429.21,1144.25,878.54_r1
BG878.54_r2	1	191026101	191027000	+	1.85	0.000	1571.26,896.659,898.364_r2,3068.49_r2,878.54_r2
BG878.54_r3	10	42838401	42839000	+	2.59	0.000	1679.15_r2,878.54_r3,1647.72_r1,1576.22
BG878.54_r5	14	51088951	51089900	+	1.66	0.000	1094.87_r1,1832.57_r7
BG3059.97_r2	18	39035001	39036150	+	4.60	0.000	693.585_r8,735.026_r1,3059.97_r2,2101.56
BG3059.97_r4	9	107568451	107569500	+	6.99	0.000	1188.26_r8,3059.97_r4
BG2868.26	10	34281751	34282700	+	9.46	0.000	1738.21,2028.61_r1,2868.26,1249.54
BG3107.26	3	75556101	75557650	+	5.73	0.000	2760.43_r1
BG1960.07_r1	2	164083801	164084800	+	5.06	0.000	850.798_r6,1590.9_r1,1418.87_r5,4065.75,1960.07_r1
BG1359.43_r1	17	48409501	48410600	+	2.03	0.000	874.012_r4,1960.43_r4
BG1359.43_r3	19	10577001	10578000	+	3.70	0.000	3170.77_r1,792.194_r13
BG1359.43_r4	19	56756151	56757550	+	3.88	0.000	2553.29,4730.59,2499.09_r1,1359.43_r4
BG1359.43_r6	6	108630901	108631800	+	3.70	0.000	3173.39,6443.84,2115.24_r1,1359.43_r6,943.853_r1
BG3375.34	14	21051601	21053050	+	7.16	0.000	3375.34,1322.44_r1,1510.41_r2,1298.54_r2
BG1486.38_r2	3	108717501	108718600	+	3.27	0.000	1486.38_r2,2966.21_r2,628.502_r1,693.585_r11
BG1486.38_r3	5	124034351	124034800	+	5.88	0.000	3230.44_r3,989.514_r10,1486.38_r3
BG906.283_r1	17	84116101	84117200	+	2.03	0.000	906.283_r1,865.696_r8
BG823.053_r5	4	118134551	118135600	+	2.03	0.000	1453.72_r3,823.053_r5,1433.77_r5,4602.73
BG1340.27_r1	13	63188951	63191350	+	1.51	0.000	656.594_r4,988.201_r3
BG1340.27_r3	7	81178801	81180150	+	2.27	0.000	5804.56_r1,1340.27_r3,2025.4_r2,1495.16_r6,775.808_r3
BG2233.18_r6	6	113661201	113662050	+	5.46	0.000	2233.18_r6,1836.41_r1,1129_r2
BG1960.42_r2	4	59260801	59261750	+	4.26	0.000	786.064_r1,1414.13,1208.71_r4,1960.42_r2,1693.49_r2
BG2071.23_r9	7	75454701	75456100	+	5.11	0.000	2071.23_r9
BG648.144_r2	10	80763251	80764000	+	2.16	0.000	865.696,1824.05_r3
BG648.144_r4	11	61175101	61175550	+	2.75	0.000	1902.9_r1,4133.94_r1,2136.24,648.144_r4
BG648.144_r8	17	87974301	87974900	+	2.36	0.000	648.144_r8,1377.92_r2,2224.66_r3,1053.54_r6
BG710.525_r1	10	81350501	81350950	+	2.61	0.000	1368.59,2488.89,795.31_r1,710.525_r1
BG710.525_r4	13	55432151	55432850	+	2.12	0.000	934.027_r3,1355.21_r1,710.525_r4
BG710.525_r6	6	97293851	97294700	+	1.80	0.000	710.525_r6,3810.04
BG1290.38_r2	3	37257251	37258400	+	3.27	0.000	1290.38_r2,1322.43_r4,824.91_r2,1687.67_r11
BG1290.38_r5	6	86823001	86823750	+	3.10	0.000	1907.09_r1,1290.38_r5,1866.67_r11,702.831_r1
BG1047.67_r1	14	14344801	14346450	+	1.32	0.000	1724.01_r1
BG845.977	11	74959351	74960850	+	1.59	0.000	845.977,1586.7,973.842,1159.71
BG898.365	6	71980051	71980700	+	2.12	0.000	1325.75_r5,898.365
BG5821.61	6	113076101	113078400	+	9.21	0.000	1657.89_r3,923.115_r2
BG1374.85_r1	15	102150001	102150800	+	2.75	0.000	1314.88_r3,1283.64_r1,3452.05,1374.85_r1
BG1374.85_r3	4	135159501	135160400	+	2.95	0.000	1994.52_r11,1110.7_r3,1374.85_r3,767.566_r2
BG965.068	10	77522151	77523350	+	1.58	0.000	2531.51
BG991.044_r1	17	24849201	24850700	+	1.70	0.000	1100.49_r5,854.371_r1,2309.89_r6,1086.2_r9
BG832.301_r5	14	121829901	121830650	+	2.59	0.000	1208.13,988.201_r4,832.301_r5
BG832.301_r7	18	12640751	12641300	+	2.96	0.000	3665.14_r1,1608.89_r1,1050.78_r3,832.301_r7
BG1653.58_r4	16	64851251	64852300	+	4.94	0.000	1653.58_r4,1109.74_r3
BG1653.58_r5	17	24169151	24169750	+	4.26	0.000	1747.73,1525.67_r2,1653.58_r5
BG1653.58_r8	2	154790351	154791400	+	2.90	0.000	841.195_r8,952.522_r3
BG1045.37_r16	9	50324501	50325000	+	2.61	0.000	2335.46_r11,1045.37_r16
BG1739.56_r1	19	33101051	33102650	+	3.59	0.000	1067.97_r5,3682.19
BG1739.56_r2	2	155517651	155518250	+	5.39	0.000	1541.8_r3,3375.34_r2,980.265,1739.56_r2,773.276
BG1739.56_r4	8	34215251	34217050	+	2.45	0.000	1585.39_r17,1139.16_r10,1396.42_r5,1113.74_r16
BG2435.45_r1	7	19715251	19716600	+	5.11	0.000	5301.67,3176.94,2635.62,2435.45_r1
BG2932.11	12	84450501	84451800	+	6.99	0.000	1775.58_r1,2932.11,1640,759.526_r2
BG5676.03	12	98269001	98270600	+	11.1	0.000	5676.03,1717.81,1335.06,13697.4,2395.18,4517.37,2242.74
BG1849.56	12	51865251	51866800	+	3.51	0.000	1849.56,2420.7_r2,1139.16_r4,800.36_r3
BG4108.37_r1	8	69749551	69750300	+	13.1	0.000	887.22_r1,1576.22_r4,4108.37_r1
BG1453.41	16	92821701	92822700	+	2.95	0.000	2045.66_r7,1453.41
BG1453.53	12	100993701	100996050	+	1.51	0.000	3264.53,1442.66_r2,1176.04_r5
BG1708.74_r1	9	60998251	60999500	+	2.75	0.000	5293.15,1951.9_r13,1708.74_r1
BG1785.03	3	88177801	88178150	+	6.10	0.000	1720.09_r1,1682.39_r1,2684.93_r6,1785.03
BG1479.9_r2	9	109931401	109932500	+	1.83	0.000	4739.11,647.346_r29,1247.19_r1,1853.9_r2,1479.9_r2
BG1220.71	1	62875601	62876350	+	3.88	0.000	981.605,2540.03,1220.71,726.858_r1
BG686.023	12	85473551	85474350	+	1.31	0.000	686.023
BG2123.41	19	11052701	11053350	+	7.19	0.000	5591.48,2101.56_r1,2123.41,1155.97_r3
BG1510.88_r1	11	43358501	43359250	+	3.10	0.000	1510.88_r1,3588.43,813.806_r3
BG1510.88_r2	2	85013801	85015100	+	2.94	0.000	1340.93_r4,1168.62_r6,3912.32_r3,1281.56_r3
BG1510.88_r3	7	28382501	28384200	+	2.94	0.000	1510.88_r3,1090.06_r7,2557.08_r4
BG1608.89_r1	18	12640401	12641200	+	4.25	0.000	3665.14_r1,1608.89_r1,1050.78_r3,832.301_r7
BG1608.89_r3	9	15017901	15019150	+	2.78	0.000	1159.51_r4,1608.89_r3,906.284_r15,4031.66_r2,942.753
BG1608.89_r4	9	31280001	31280850	+	4.41	0.000	1035.75_r13,3094.06_r4,1050.78_r7,1608.89_r4
BG686.023_r3	16	91533101	91534000	+	1.47	0.000	1388.36_r1,2292.84_r4,908.385,686.023_r3
BG686.023_r4	17	24470001	24470450	+	2.29	0.000	1609.12_r1,2471.84,686.023_r4
BG686.023_r5	18	50016601	50017300	+	1.63	0.000	3920.85_r2,686.023_r5,1083.23_r2,932.934_r2
BG686.023_r8	2	122652001	122652900	+	1.47	0.000	3008.83_r1,686.023_r8,1001.68_r7
BG686.023_r9	3	87846251	87846900	+	1.96	0.000	1099.88_r1,686.023_r9
BG1516.64_r2	X	73914351	73915400	+	3.14	0.000	1516.64_r2,996.367_r6,2949.16_r1
BG1983.37	13	43267501	43269150	+	3.66	0.000	1983.37,1008.01_r5,3631.05,2297.97,882.03_r7
BG1983.71	14	14067601	14069050	+	4.12	0.000	1983.71,637.022_r13
BG1139.16	1	161766651	161767300	+	3.73	0.000	1911.07,1516.64,1139.16
BG2710.5	10	26799151	26800000	+	8.35	0.000	869.294,2710.5,824.861,2120.68
BG869.293_r3	11	116413001	116413950	+	1.66	0.000	1837.56,869.293_r3,2684.93_r2
BG869.293_r4	17	87343951	87345150	+	1.66	0.000	1263.36,1241.38_r7,869.293_r4,4219.18,2441.07_r1
BG869.293_r5	19	5023251	5024150	+	2.22	0.000	2003.04_r13,873.863_r7
BG869.293_r8	5	124327601	124328150	+	2.77	0.000	869.293_r8,1934.86_r1
BG3800.49	1	171627651	171629900	+	6.48	0.000	2163.98,2392.92_r1,7909.89,3112.37,1491.29,951.724
BG786.063_r6	15	88861701	88862400	+	2.22	0.000	2352.51_r1,1418.87_r3,786.063_r6,914.698_r10
BG786.063_r8	19	6909301	6910200	+	2.22	0.000	1807_r9
BG947.366	1	51572001	51573150	+	2.78	0.000	610.355
BG1075.99	13	55017751	55018900	+	3.02	0.000	1075.99,2880.97
BG1026.5	1	178318401	178319150	+	2.03	0.000	1026.5
BG824.862_r3	3	138143451	138144200	+	2.45	0.000	945.116
BG824.862_r7	7	28810351	28811300	+	2.29	0.000	795.449_r4,2633.79_r4,1063.5_r9
BG3008.82_r2	6	38551601	38553100	+	7.50	0.000	1118.87_r10,1315.93_r4
BG1174.77	1	128102751	128103600	+	2.75	0.000	2531.75_r1,2582.75,1189.25,1442.66,938.748,4858.44,1174.77
BG1028.8	1	39842501	39843500	+	1.89	0.000	4048.7,1192.97
BG3366.82_r1	13	73937651	73938700	+	9.89	0.000	1105.44,1723.23_r1,3366.82_r1,1083.23_r1
BG3366.82_r2	5	123132251	123133050	+	9.55	0.000	1067.97_r8,3366.82_r2,1886.55
BG2752.26	16	42875101	42876300	+	4.25	0.000	1757.08_r1,2752.26,1826.59,4500.45_r1
BG1669.46	16	92825551	92826500	+	4.32	0.000	1470.4_r1,3291.28,1669.46,3656.62_r1,1357.85_r3
BG1085.43_r1	10	118470401	118471600	+	2.27	0.000	996.367,3716.28,991.857_r3,1766.33
BG1085.43_r2	17	56255901	56256850	+	2.45	0.000	1836.41,1085.43_r2,841.194
BG906.531_r11	4	35225501	35226550	+	1.80	0.000	2454.79_r2,906.531_r11
BG7645.66	5	137628451	137629400	+	25.6	0.000	4328.48,3466.59_r1,7645.66,1205.28_r8,1507.39_r4
BG3818.56	11	116029951	116030550	+	13.1	0.000	3818.56,1137.48_r4,1674.22
BG2188.74_r1	17	57290201	57291300	+	5.06	0.000	1132.62_r2,2188.74_r1,841.548
BG2188.74_r2	5	33657351	33658700	+	2.94	0.000	2297.97_r1,1547.92,6801.82_r1,2188.74_r2,1877.3_r2,2319.02_r1,779.884_r1
BG2188.74_r3	9	64796751	64798250	+	5.23	0.000	2188.74_r3,6708.07,1766.33_r2,1388.36_r5,1993.53
BG2700.6_r1	8	25274101	25275300	+	6.48	0.000	1414.37,4165.14,2866.82,5156.77,8566.2,2700.6_r1,903.654,1302.52_r1
BG2339.69	7	102266551	102268200	+	4.25	0.000	2082.57_r2,1717.81_r2,6793.29,1296.29_r5,2339.69,2929.29
BG878.541_r6	5	118477901	118479000	+	2.03	0.000	1323.05_r2,1113.74_r12
BG795.311_r8	5	54101201	54101650	+	2.96	0.000	3281.58_r1,702.357_r15,795.311_r8
BG1208.71_r10	9	80164401	80165200	+	2.61	0.000	1208.71_r10
BG1208.71_r11	9	120054851	120055450	+	3.59	0.000	1237.37_r5
BG841.195_r2	11	54972151	54972600	+	2.94	0.000	841.195_r2,981.605_r1
BG841.195_r3	11	71019001	71019950	+	1.47	0.000	841.195_r3,3673.66,1008.01_r1,805.27
BG841.195_r8	2	154790601	154791550	+	1.80	0.000	841.195_r8,952.522_r3
BG1853.9_r1	17	88113001	88114050	+	3.92	0.000	924.974_r3,1853.9_r1,1198.08_r1
BG1853.9_r2	9	109931351	109932100	+	4.90	0.000	4739.11,647.346_r29,1247.19_r1,1853.9_r2,1479.9_r2
BG1302.52_r1	8	25274451	25275100	+	3.96	0.000	1414.37,4165.14,2866.82,5156.77,8566.2,2700.6_r1,903.654,1302.52_r1
BG4253.27_r1	6	71980051	71981250	+	10.6	0.000	1325.75_r5,898.365
BG3980.51_r1	7	16285251	16287050	+	5.28	0.000	1119.52_r6
BG775.86_r18	5	66075051	66075550	+	2.94	0.000	1098.48_r7,2122.37_r8,775.86_r18
BG775.86_r21	7	73558451	73559100	+	1.96	0.000	1687.67_r18,1168.62_r9,775.86_r21
BG906.284_r2	10	96370551	96371950	+	1.66	0.000	2974.73,906.284_r2,1012.7_r2
BG906.284_r6	12	118301601	118302300	+	2.59	0.000	906.284_r6
BG906.284_r8	17	64332001	64332850	+	2.59	0.000	3452.05_r1
BG823.054_r2	10	62543451	62544100	+	2.59	0.000	2074.4,2804.26,823.054_r2
BG823.054_r3	16	78537351	78538450	+	1.48	0.000	2343.99_r1
BG823.054_r5	17	52162401	52163700	+	1.29	0.000	1666.06_r2,3469.1
BG1602.43_r3	13	113600901	113601700	+	4.09	0.000	1335.57_r1,1602.43_r3
BG1009.92_r3	4	32249851	32251500	+	1.32	0.000	2989.1,2126.99,1009.92_r3,2602.4,1220.54_r3
BG1009.92_r4	5	118477051	118478550	+	0.944	0.000	1323.05_r2,1113.74_r12
BG1009.92_r5	6	50416101	50417650	+	2.45	0.000	1009.92_r5,9248.09,3299.44,2504.19,1701.59
BG1009.92_r7	6	100823601	100825200	+	1.13	0.000	1009.92_r7,1883.71_r18,1423.95_r4,865.696_r14
BG2599.69_r1	13	5864301	5864800	+	8.86	0.000	1017.26_r2,2599.69_r1,1525.67_r1
BG2599.69_r3	5	129787001	129788100	+	6.48	0.000	1754.52_r1,1429.22_r4,2599.69_r3
BG2599.69_r4	6	65599651	65600850	+	4.60	0.000	1144.25_r7,2599.69_r4,896.658_r1
BG2599.69_r5	7	3644251	3645550	+	4.77	0.000	2599.69_r5,2041.74_r2,1728.38_r1
BG675.09_r3	15	80638651	80639600	+	2.03	0.000	1900.76_r4
